,Driver,TeamId,GridPosition,Position,Time,Status,Race,Rain
834,RUS,mercedes,8.0,15.0,,Retired,São Paulo Grand Prix,0.0054644808743169
835,BOT,sauber,18.0,16.0,,Retired,São Paulo Grand Prix,0.0054644808743169
836,ZHO,sauber,20.0,17.0,,Retired,São Paulo Grand Prix,0.0054644808743169
837,MAG,haas,12.0,18.0,,Retired,São Paulo Grand Prix,0.0054644808743169
838,ALB,williams,13.0,19.0,,Retired,São Paulo Grand Prix,0.0054644808743169
839,LEC,ferrari,2.0,20.0,,Did not start,São Paulo Grand Prix,0.0054644808743169
840,VER,red_bull,2.0,1.0,5348289000000.0,Finished,Las Vegas Grand Prix,0.0
841,LEC,ferrari,1.0,2.0,5350359000000.0,Finished,Las Vegas Grand Prix,0.0
842,PER,red_bull,11.0,3.0,5350530000000.0,Finished,Las Vegas Grand Prix,0.0
843,OCO,alpine,16.0,4.0,5366954000000.0,Finished,Las Vegas Grand Prix,0.0
844,STR,aston_martin,19.0,5.0,5368356000000.0,Finished,Las Vegas Grand Prix,0.0
845,SAI,ferrari,12.0,6.0,5369123000000.0,Finished,Las Vegas Grand Prix,0.0
846,HAM,mercedes,10.0,7.0,5370044000000.0,Finished,Las Vegas Grand Prix,0.0
847,RUS,mercedes,3.0,8.0,5371380000000.0,Finished,Las Vegas Grand Prix,0.0
848,ALO,aston_martin,9.0,9.0,5374253000000.0,Finished,Las Vegas Grand Prix,0.0
849,PIA,mclaren,18.0,10.0,5377785000000.0,Finished,Las Vegas Grand Prix,0.0
850,GAS,alpine,4.0,11.0,5382559000000.0,Finished,Las Vegas Grand Prix,0.0
851,ALB,williams,5.0,12.0,5391687000000.0,Finished,Las Vegas Grand Prix,0.0
852,MAG,haas,8.0,13.0,5393114000000.0,Finished,Las Vegas Grand Prix,0.0
853,RIC,rb,14.0,14.0,5396814000000.0,Finished,Las Vegas Grand Prix,0.0
854,ZHO,sauber,17.0,15.0,5398451000000.0,Finished,Las Vegas Grand Prix,0.0
855,SAR,williams,6.0,16.0,5399171000000.0,Finished,Las Vegas Grand Prix,0.0
856,BOT,sauber,7.0,17.0,5433639000000.0,Finished,Las Vegas Grand Prix,0.0
857,TSU,rb,20.0,18.0,,Finished,Las Vegas Grand Prix,0.0
858,HUL,haas,13.0,19.0,,Finished,Las Vegas Grand Prix,0.0
859,NOR,mclaren,15.0,20.0,,Retired,Las Vegas Grand Prix,0.0
860,VER,red_bull,1.0,1.0,5222624000000.0,Finished,Abu Dhabi Grand Prix,0.0
861,LEC,ferrari,2.0,2.0,5240617000000.0,Finished,Abu Dhabi Grand Prix,0.0
862,RUS,mercedes,4.0,3.0,5242952000000.0,Finished,Abu Dhabi Grand Prix,0.0
863,PER,red_bull,9.0,4.0,5244077000000.0,Finished,Abu Dhabi Grand Prix,0.0
864,NOR,mclaren,5.0,5.0,5246908000000.0,Finished,Abu Dhabi Grand Prix,0.0
865,PIA,mclaren,3.0,6.0,5254111000000.0,Finished,Abu Dhabi Grand Prix,0.0
866,ALO,aston_martin,7.0,7.0,5262136000000.0,Finished,Abu Dhabi Grand Prix,0.0
867,TSU,rb,6.0,8.0,5265712000000.0,Finished,Abu Dhabi Grand Prix,0.0
868,HAM,mercedes,11.0,9.0,5267048000000.0,Finished,Abu Dhabi Grand Prix,0.0
869,STR,aston_martin,13.0,10.0,5278256000000.0,Finished,Abu Dhabi Grand Prix,0.0
870,RIC,rb,15.0,11.0,5278853000000.0,Finished,Abu Dhabi Grand Prix,0.0
871,OCO,alpine,12.0,12.0,5288997000000.0,Finished,Abu Dhabi Grand Prix,0.0
872,GAS,alpine,10.0,13.0,5292984000000.0,Finished,Abu Dhabi Grand Prix,0.0
873,ALB,williams,14.0,14.0,5295808000000.0,Finished,Abu Dhabi Grand Prix,0.0
874,HUL,haas,8.0,15.0,5306320000000.0,Finished,Abu Dhabi Grand Prix,0.0
875,SAR,williams,20.0,16.0,5310415000000.0,Finished,Abu Dhabi Grand Prix,0.0
876,ZHO,sauber,19.0,17.0,5312046000000.0,Finished,Abu Dhabi Grand Prix,0.0
877,SAI,ferrari,16.0,18.0,,Finished,Abu Dhabi Grand Prix,0.0
878,BOT,sauber,18.0,19.0,5235035000000.0,Lapped,Abu Dhabi Grand Prix,0.0
879,MAG,haas,17.0,20.0,5237500000000.0,Lapped,Abu Dhabi Grand Prix,0.0
880,VER,red_bull,1.0,1.0,5504742000000.0,Finished,Bahrain Grand Prix,0.0
881,PER,red_bull,5.0,2.0,5527199000000.0,Finished,Bahrain Grand Prix,0.0
882,SAI,ferrari,4.0,3.0,5529852000000.0,Finished,Bahrain Grand Prix,0.0
883,LEC,ferrari,2.0,4.0,5544411000000.0,Finished,Bahrain Grand Prix,0.0
884,RUS,mercedes,3.0,5.0,5551530000000.0,Finished,Bahrain Grand Prix,0.0
885,NOR,mclaren,7.0,6.0,5553200000000.0,Finished,Bahrain Grand Prix,0.0
886,HAM,mercedes,9.0,7.0,5555066000000.0,Finished,Bahrain Grand Prix,0.0
887,PIA,mclaren,8.0,8.0,5560824000000.0,Finished,Bahrain Grand Prix,0.0
888,ALO,aston_martin,6.0,9.0,5579629000000.0,Finished,Bahrain Grand Prix,0.0
889,STR,aston_martin,12.0,10.0,5597958000000.0,Finished,Bahrain Grand Prix,0.0
890,ZHO,sauber,17.0,11.0,5604717000000.0,Lapped,Bahrain Grand Prix,0.0
891,MAG,haas,15.0,12.0,5606274000000.0,Lapped,Bahrain Grand Prix,0.0
892,RIC,rb,14.0,13.0,5606916000000.0,Lapped,Bahrain Grand Prix,0.0
893,TSU,rb,11.0,14.0,5607440000000.0,Lapped,Bahrain Grand Prix,0.0
894,ALB,williams,13.0,15.0,5609844000000.0,Lapped,Bahrain Grand Prix,0.0
895,HUL,haas,10.0,16.0,5615590000000.0,Lapped,Bahrain Grand Prix,0.0
896,OCO,alpine,19.0,17.0,5629408000000.0,Lapped,Bahrain Grand Prix,0.0
897,GAS,alpine,20.0,18.0,5630375000000.0,Lapped,Bahrain Grand Prix,0.0
898,BOT,sauber,16.0,19.0,5681188000000.0,Lapped,Bahrain Grand Prix,0.0
899,SAR,williams,18.0,20.0,5701983000000.0,Lapped,Bahrain Grand Prix,0.0
900,VER,red_bull,1.0,1.0,4843273000000.0,Finished,Saudi Arabian Grand Prix,0.0
901,PER,red_bull,3.0,2.0,4856916000000.0,Finished,Saudi Arabian Grand Prix,0.0
902,LEC,ferrari,2.0,3.0,4861912000000.0,Finished,Saudi Arabian Grand Prix,0.0
903,PIA,mclaren,5.0,4.0,4875280000000.0,Finished,Saudi Arabian Grand Prix,0.0
904,ALO,aston_martin,4.0,5.0,4879032000000.0,Finished,Saudi Arabian Grand Prix,0.0
905,RUS,mercedes,7.0,6.0,4883209000000.0,Finished,Saudi Arabian Grand Prix,0.0
906,BEA,ferrari,11.0,7.0,4885952000000.0,Finished,Saudi Arabian Grand Prix,0.0
907,NOR,mclaren,6.0,8.0,4888981000000.0,Finished,Saudi Arabian Grand Prix,0.0
908,HAM,mercedes,8.0,9.0,4890664000000.0,Finished,Saudi Arabian Grand Prix,0.0
909,HUL,haas,15.0,10.0,4920269000000.0,Finished,Saudi Arabian Grand Prix,0.0
910,ALB,williams,12.0,11.0,4931627000000.0,Finished,Saudi Arabian Grand Prix,0.0
911,MAG,haas,13.0,12.0,4949010000000.0,Finished,Saudi Arabian Grand Prix,0.0
912,OCO,alpine,17.0,13.0,4953011000000.0,Lapped,Saudi Arabian Grand Prix,0.0
913,SAR,williams,19.0,14.0,4955795000000.0,Lapped,Saudi Arabian Grand Prix,0.0
914,TSU,rb,9.0,15.0,4959543000000.0,Lapped,Saudi Arabian Grand Prix,0.0
915,RIC,rb,14.0,16.0,4969725000000.0,Lapped,Saudi Arabian Grand Prix,0.0
916,BOT,sauber,16.0,17.0,4972125000000.0,Lapped,Saudi Arabian Grand Prix,0.0
917,ZHO,sauber,20.0,18.0,4978563000000.0,Lapped,Saudi Arabian Grand Prix,0.0
918,STR,aston_martin,10.0,19.0,,Retired,Saudi Arabian Grand Prix,0.0
919,GAS,alpine,18.0,20.0,,Retired,Saudi Arabian Grand Prix,0.0
920,SAI,ferrari,2.0,1.0,4826843000000.0,Finished,Australian Grand Prix,0.0
921,LEC,ferrari,4.0,2.0,4829209000000.0,Finished,Australian Grand Prix,0.0
922,NOR,mclaren,3.0,3.0,4832747000000.0,Finished,Australian Grand Prix,0.0
923,PIA,mclaren,5.0,4.0,4862613000000.0,Finished,Australian Grand Prix,0.0
924,PER,red_bull,6.0,5.0,4883152000000.0,Finished,Australian Grand Prix,0.0
925,STR,aston_martin,9.0,6.0,4920065000000.0,Finished,Australian Grand Prix,0.0
926,TSU,rb,8.0,7.0,4922444000000.0,Finished,Australian Grand Prix,0.0
927,ALO,aston_martin,10.0,8.0,4927835000000.0,Finished,Australian Grand Prix,0.0
928,HUL,haas,16.0,9.0,4931396000000.0,Finished,Australian Grand Prix,0.0
929,MAG,haas,14.0,10.0,4935477000000.0,Lapped,Australian Grand Prix,0.0
930,ALB,williams,12.0,11.0,4936405000000.0,Lapped,Australian Grand Prix,0.0
931,RIC,rb,18.0,12.0,4942904000000.0,Lapped,Australian Grand Prix,0.0
932,GAS,alpine,17.0,13.0,4972349000000.0,Lapped,Australian Grand Prix,0.0
933,BOT,sauber,13.0,14.0,4973722000000.0,Lapped,Australian Grand Prix,0.0
934,ZHO,sauber,19.0,15.0,4975689000000.0,Lapped,Australian Grand Prix,0.0
935,OCO,alpine,15.0,16.0,4985375000000.0,Lapped,Australian Grand Prix,0.0
936,RUS,mercedes,7.0,17.0,,Finished,Australian Grand Prix,0.0
937,HAM,mercedes,11.0,18.0,,Retired,Australian Grand Prix,0.0
938,VER,red_bull,1.0,19.0,,Retired,Australian Grand Prix,0.0
939,VER,red_bull,1.0,1.0,6863566000000.0,Finished,Japanese Grand Prix,0.0
940,PER,red_bull,2.0,2.0,6876101000000.0,Finished,Japanese Grand Prix,0.0
941,SAI,ferrari,4.0,3.0,6884432000000.0,Finished,Japanese Grand Prix,0.0
942,LEC,ferrari,8.0,4.0,6890088000000.0,Finished,Japanese Grand Prix,0.0
943,NOR,mclaren,3.0,5.0,6893266000000.0,Finished,Japanese Grand Prix,0.0
944,ALO,aston_martin,5.0,6.0,6907838000000.0,Finished,Japanese Grand Prix,0.0
945,RUS,mercedes,9.0,7.0,6909517000000.0,Finished,Japanese Grand Prix,0.0
946,PIA,mclaren,6.0,8.0,6911091000000.0,Finished,Japanese Grand Prix,0.0
947,HAM,mercedes,7.0,9.0,6912192000000.0,Finished,Japanese Grand Prix,0.0
948,TSU,rb,10.0,10.0,6913794000000.0,Lapped,Japanese Grand Prix,0.0
949,HUL,haas,12.0,11.0,6919360000000.0,Lapped,Japanese Grand Prix,0.0
950,STR,aston_martin,16.0,12.0,6923425000000.0,Lapped,Japanese Grand Prix,0.0
951,MAG,haas,18.0,13.0,6930111000000.0,Lapped,Japanese Grand Prix,0.0
952,BOT,sauber,13.0,14.0,6931085000000.0,Lapped,Japanese Grand Prix,0.0
953,OCO,alpine,15.0,15.0,6953344000000.0,Lapped,Japanese Grand Prix,0.0
954,GAS,alpine,17.0,16.0,6967258000000.0,Lapped,Japanese Grand Prix,0.0
955,SAR,williams,19.0,17.0,6984957000000.0,Lapped,Japanese Grand Prix,0.0
956,ZHO,sauber,20.0,18.0,,Retired,Japanese Grand Prix,0.0
957,RIC,rb,11.0,19.0,,Retired,Japanese Grand Prix,0.0
958,ALB,williams,14.0,20.0,,Retired,Japanese Grand Prix,0.0
959,VER,red_bull,1.0,1.0,6052554000000.0,Finished,Chinese Grand Prix,0.0
960,NOR,mclaren,4.0,2.0,6066327000000.0,Finished,Chinese Grand Prix,0.0
961,PER,red_bull,2.0,3.0,6071714000000.0,Finished,Chinese Grand Prix,0.0
962,LEC,ferrari,6.0,4.0,6076177000000.0,Finished,Chinese Grand Prix,0.0
963,SAI,ferrari,7.0,5.0,6086537000000.0,Finished,Chinese Grand Prix,0.0
964,RUS,mercedes,8.0,6.0,6091278000000.0,Finished,Chinese Grand Prix,0.0
965,ALO,aston_martin,3.0,7.0,6095968000000.0,Finished,Chinese Grand Prix,0.0
966,PIA,mclaren,5.0,8.0,6108752000000.0,Finished,Chinese Grand Prix,0.0
967,HAM,mercedes,18.0,9.0,6110540000000.0,Finished,Chinese Grand Prix,0.0
968,HUL,haas,9.0,10.0,6113030000000.0,Finished,Chinese Grand Prix,0.0
969,OCO,alpine,13.0,11.0,6115366000000.0,Finished,Chinese Grand Prix,0.0
970,ALB,williams,14.0,12.0,6118060000000.0,Finished,Chinese Grand Prix,0.0
971,GAS,alpine,15.0,13.0,6121777000000.0,Finished,Chinese Grand Prix,0.0
972,ZHO,sauber,16.0,14.0,6124243000000.0,Finished,Chinese Grand Prix,0.0
973,STR,aston_martin,11.0,15.0,6135340000000.0,Finished,Chinese Grand Prix,0.0
974,MAG,haas,17.0,16.0,6140087000000.0,Finished,Chinese Grand Prix,0.0
975,SAR,williams,20.0,17.0,6147664000000.0,Finished,Chinese Grand Prix,0.0
976,RIC,rb,12.0,18.0,,Retired,Chinese Grand Prix,0.0
977,TSU,rb,19.0,19.0,,Retired,Chinese Grand Prix,0.0
978,BOT,sauber,10.0,20.0,,Retired,Chinese Grand Prix,0.0
979,NOR,mclaren,5.0,1.0,5449876000000.0,Finished,Miami Grand Prix,0.0
980,VER,red_bull,1.0,2.0,5457488000000.0,Finished,Miami Grand Prix,0.0
981,LEC,ferrari,2.0,3.0,5459796000000.0,Finished,Miami Grand Prix,0.0
982,PER,red_bull,4.0,4.0,5464526000000.0,Finished,Miami Grand Prix,0.0
983,SAI,ferrari,3.0,5.0,5466283000000.0,Finished,Miami Grand Prix,0.0
984,HAM,mercedes,8.0,6.0,5466461000000.0,Finished,Miami Grand Prix,0.0
985,TSU,rb,10.0,7.0,5476061000000.0,Finished,Miami Grand Prix,0.0
986,RUS,mercedes,7.0,8.0,5484665000000.0,Finished,Miami Grand Prix,0.0
987,ALO,aston_martin,15.0,9.0,5486983000000.0,Finished,Miami Grand Prix,0.0
988,OCO,alpine,13.0,10.0,5489622000000.0,Finished,Miami Grand Prix,0.0
989,HUL,haas,9.0,11.0,5490665000000.0,Finished,Miami Grand Prix,0.0
990,GAS,alpine,12.0,12.0,5494834000000.0,Finished,Miami Grand Prix,0.0
991,PIA,mclaren,6.0,13.0,5499632000000.0,Finished,Miami Grand Prix,0.0
992,ZHO,sauber,19.0,14.0,5499855000000.0,Finished,Miami Grand Prix,0.0
993,RIC,rb,20.0,15.0,5500832000000.0,Finished,Miami Grand Prix,0.0
994,BOT,sauber,16.0,16.0,5502232000000.0,Finished,Miami Grand Prix,0.0
995,STR,aston_martin,11.0,17.0,5505049000000.0,Finished,Miami Grand Prix,0.0
996,ALB,williams,14.0,18.0,5525967000000.0,Finished,Miami Grand Prix,0.0
997,MAG,haas,18.0,19.0,5534559000000.0,Finished,Miami Grand Prix,0.0
998,SAR,williams,17.0,20.0,,Retired,Miami Grand Prix,0.0
999,VER,red_bull,1.0,1.0,5125252000000.0,Finished,Emilia Romagna Grand Prix,0.0
1000,NOR,mclaren,2.0,2.0,5125977000000.0,Finished,Emilia Romagna Grand Prix,0.0
1001,LEC,ferrari,3.0,3.0,5133168000000.0,Finished,Emilia Romagna Grand Prix,0.0
1002,PIA,mclaren,5.0,4.0,5139384000000.0,Finished,Emilia Romagna Grand Prix,0.0
1003,SAI,ferrari,4.0,5.0,5147577000000.0,Finished,Emilia Romagna Grand Prix,0.0
1004,HAM,mercedes,8.0,6.0,5160356000000.0,Finished,Emilia Romagna Grand Prix,0.0
1005,RUS,mercedes,6.0,7.0,5172406000000.0,Finished,Emilia Romagna Grand Prix,0.0
1006,PER,red_bull,11.0,8.0,5180028000000.0,Finished,Emilia Romagna Grand Prix,0.0
1007,STR,aston_martin,13.0,9.0,5204808000000.0,Finished,Emilia Romagna Grand Prix,0.0
1008,TSU,rb,7.0,10.0,5222664000000.0,Lapped,Emilia Romagna Grand Prix,0.0
1009,HUL,haas,10.0,11.0,5230085000000.0,Lapped,Emilia Romagna Grand Prix,0.0
1010,MAG,haas,18.0,12.0,5231242000000.0,Lapped,Emilia Romagna Grand Prix,0.0
1011,RIC,rb,9.0,13.0,5232469000000.0,Lapped,Emilia Romagna Grand Prix,0.0
1012,OCO,alpine,12.0,14.0,5248715000000.0,Lapped,Emilia Romagna Grand Prix,0.0
1013,ZHO,sauber,17.0,15.0,5249741000000.0,Lapped,Emilia Romagna Grand Prix,0.0
1014,GAS,alpine,15.0,16.0,5254523000000.0,Lapped,Emilia Romagna Grand Prix,0.0
1015,SAR,williams,19.0,17.0,5255859000000.0,Lapped,Emilia Romagna Grand Prix,0.0
1016,BOT,sauber,16.0,18.0,5261151000000.0,Lapped,Emilia Romagna Grand Prix,0.0
1017,ALO,aston_martin,20.0,19.0,5279932000000.0,Lapped,Emilia Romagna Grand Prix,0.0
1018,ALB,williams,14.0,20.0,,Retired,Emilia Romagna Grand Prix,0.0
1019,LEC,ferrari,1.0,1.0,8595554000000.0,Finished,Monaco Grand Prix,0.0
1020,PIA,mclaren,2.0,2.0,8602706000000.0,Finished,Monaco Grand Prix,0.0
1021,SAI,ferrari,3.0,3.0,8603139000000.0,Finished,Monaco Grand Prix,0.0
1022,NOR,mclaren,4.0,4.0,8604204000000.0,Finished,Monaco Grand Prix,0.0
1023,RUS,mercedes,5.0,5.0,8608863000000.0,Finished,Monaco Grand Prix,0.0
1024,VER,red_bull,6.0,6.0,8609407000000.0,Finished,Monaco Grand Prix,0.0
1025,HAM,mercedes,7.0,7.0,8610462000000.0,Finished,Monaco Grand Prix,0.0
1026,TSU,rb,8.0,8.0,8635041000000.0,Lapped,Monaco Grand Prix,0.0
1027,ALB,williams,9.0,9.0,8649606000000.0,Lapped,Monaco Grand Prix,0.0
1028,GAS,alpine,10.0,10.0,8655795000000.0,Lapped,Monaco Grand Prix,0.0
1029,ALO,aston_martin,14.0,11.0,8659649000000.0,Lapped,Monaco Grand Prix,0.0
1030,RIC,rb,12.0,12.0,8660059000000.0,Lapped,Monaco Grand Prix,0.0
1031,BOT,sauber,17.0,13.0,8660283000000.0,Lapped,Monaco Grand Prix,0.0
1032,STR,aston_martin,13.0,14.0,8661762000000.0,Lapped,Monaco Grand Prix,0.0
1033,SAR,williams,15.0,15.0,8664821000000.0,Lapped,Monaco Grand Prix,0.0
1034,ZHO,sauber,18.0,16.0,8711055000000.0,Lapped,Monaco Grand Prix,0.0
1035,OCO,alpine,11.0,17.0,,Retired,Monaco Grand Prix,0.0
1036,PER,red_bull,16.0,18.0,,Retired,Monaco Grand Prix,0.0
1037,HUL,haas,19.0,19.0,,Retired,Monaco Grand Prix,0.0
1038,MAG,haas,20.0,20.0,,Retired,Monaco Grand Prix,0.0
1039,VER,red_bull,2.0,1.0,6347927000000.0,Finished,Canadian Grand Prix,0.2743362831858407
1040,NOR,mclaren,3.0,2.0,6351806000000.0,Finished,Canadian Grand Prix,0.2743362831858407
1041,RUS,mercedes,1.0,3.0,6352244000000.0,Finished,Canadian Grand Prix,0.2743362831858407
1042,HAM,mercedes,7.0,4.0,6352842000000.0,Finished,Canadian Grand Prix,0.2743362831858407
1043,PIA,mclaren,4.0,5.0,6358126000000.0,Finished,Canadian Grand Prix,0.2743362831858407
1044,ALO,aston_martin,6.0,6.0,6365437000000.0,Finished,Canadian Grand Prix,0.2743362831858407
1045,STR,aston_martin,9.0,7.0,6371552000000.0,Finished,Canadian Grand Prix,0.2743362831858407
1046,RIC,rb,5.0,8.0,6376599000000.0,Finished,Canadian Grand Prix,0.2743362831858407
1047,GAS,alpine,15.0,9.0,6377948000000.0,Finished,Canadian Grand Prix,0.2743362831858407
1048,OCO,alpine,18.0,10.0,6378240000000.0,Finished,Canadian Grand Prix,0.2743362831858407
1049,HUL,haas,17.0,11.0,6378751000000.0,Finished,Canadian Grand Prix,0.2743362831858407
1050,MAG,haas,14.0,12.0,6379180000000.0,Finished,Canadian Grand Prix,0.2743362831858407
1051,BOT,sauber,19.0,13.0,6388414000000.0,Finished,Canadian Grand Prix,0.2743362831858407
1052,TSU,rb,8.0,14.0,6400621000000.0,Finished,Canadian Grand Prix,0.2743362831858407
1053,ZHO,sauber,20.0,15.0,6401455000000.0,Lapped,Canadian Grand Prix,0.2743362831858407
1054,SAI,ferrari,12.0,16.0,,Retired,Canadian Grand Prix,0.2743362831858407
1055,ALB,williams,10.0,17.0,,Retired,Canadian Grand Prix,0.2743362831858407
1056,PER,red_bull,16.0,18.0,,Retired,Canadian Grand Prix,0.2743362831858407
1057,LEC,ferrari,11.0,19.0,,Retired,Canadian Grand Prix,0.2743362831858407
1058,SAR,williams,13.0,20.0,,Retired,Canadian Grand Prix,0.2743362831858407
1059,VER,red_bull,2.0,1.0,5300227000000.0,Finished,Spanish Grand Prix,0.0064935064935064
1060,NOR,mclaren,1.0,2.0,5302446000000.0,Finished,Spanish Grand Prix,0.0064935064935064
1061,HAM,mercedes,3.0,3.0,5318017000000.0,Finished,Spanish Grand Prix,0.0064935064935064
1062,RUS,mercedes,4.0,4.0,5322547000000.0,Finished,Spanish Grand Prix,0.0064935064935064
1063,LEC,ferrari,5.0,5.0,5322936000000.0,Finished,Spanish Grand Prix,0.0064935064935064
1064,SAI,ferrari,6.0,6.0,5331255000000.0,Finished,Spanish Grand Prix,0.0064935064935064
1065,PIA,mclaren,9.0,7.0,5333987000000.0,Finished,Spanish Grand Prix,0.0064935064935064
1066,PER,red_bull,11.0,8.0,5359751000000.0,Finished,Spanish Grand Prix,0.0064935064935064
1067,GAS,alpine,7.0,9.0,5362252000000.0,Finished,Spanish Grand Prix,0.0064935064935064
1068,OCO,alpine,8.0,10.0,5372116000000.0,Finished,Spanish Grand Prix,0.0064935064935064
1069,HUL,haas,13.0,11.0,5379442000000.0,Finished,Spanish Grand Prix,0.0064935064935064
1070,ALO,aston_martin,10.0,12.0,5388939000000.0,Lapped,Spanish Grand Prix,0.0064935064935064
1071,ZHO,sauber,15.0,13.0,5394918000000.0,Lapped,Spanish Grand Prix,0.0064935064935064
1072,STR,aston_martin,14.0,14.0,5404694000000.0,Lapped,Spanish Grand Prix,0.0064935064935064
1073,RIC,rb,18.0,15.0,5423492000000.0,Lapped,Spanish Grand Prix,0.0064935064935064
1074,BOT,sauber,12.0,16.0,5432755000000.0,Lapped,Spanish Grand Prix,0.0064935064935064
1075,MAG,haas,16.0,17.0,5434230000000.0,Lapped,Spanish Grand Prix,0.0064935064935064
1076,ALB,williams,20.0,18.0,5437591000000.0,Lapped,Spanish Grand Prix,0.0064935064935064
1077,TSU,rb,17.0,19.0,5448346000000.0,Lapped,Spanish Grand Prix,0.0064935064935064
1078,SAR,williams,19.0,20.0,5453212000000.0,Lapped,Spanish Grand Prix,0.0064935064935064
1079,RUS,mercedes,3.0,1.0,5062798000000.0,Finished,Austrian Grand Prix,0.0069930069930069
1080,PIA,mclaren,7.0,2.0,5064704000000.0,Finished,Austrian Grand Prix,0.0069930069930069
1081,SAI,ferrari,4.0,3.0,5067331000000.0,Finished,Austrian Grand Prix,0.0069930069930069
1082,HAM,mercedes,5.0,4.0,5085940000000.0,Finished,Austrian Grand Prix,0.0069930069930069
1083,VER,red_bull,1.0,5.0,5100051000000.0,Finished,Austrian Grand Prix,0.0069930069930069
1084,HUL,haas,9.0,6.0,5116886000000.0,Finished,Austrian Grand Prix,0.0069930069930069
1085,PER,red_bull,8.0,7.0,5117470000000.0,Finished,Austrian Grand Prix,0.0069930069930069
1086,MAG,haas,12.0,8.0,5123153000000.0,Finished,Austrian Grand Prix,0.0069930069930069
1087,RIC,rb,11.0,9.0,5123967000000.0,Finished,Austrian Grand Prix,0.0069930069930069
1088,GAS,alpine,13.0,10.0,5124564000000.0,Finished,Austrian Grand Prix,0.0069930069930069
1089,LEC,ferrari,6.0,11.0,5129854000000.0,Finished,Austrian Grand Prix,0.0069930069930069
1090,OCO,alpine,10.0,12.0,5131123000000.0,Finished,Austrian Grand Prix,0.0069930069930069
1091,STR,aston_martin,17.0,13.0,5141357000000.0,Lapped,Austrian Grand Prix,0.0069930069930069
1092,TSU,rb,14.0,14.0,5144268000000.0,Lapped,Austrian Grand Prix,0.0069930069930069
1093,ALB,williams,16.0,15.0,5146989000000.0,Lapped,Austrian Grand Prix,0.0069930069930069
1094,BOT,sauber,18.0,16.0,5150498000000.0,Lapped,Austrian Grand Prix,0.0069930069930069
1095,ZHO,sauber,20.0,17.0,5176005000000.0,Lapped,Austrian Grand Prix,0.0069930069930069
1096,ALO,aston_martin,15.0,18.0,5178783000000.0,Lapped,Austrian Grand Prix,0.0069930069930069
1097,SAR,williams,19.0,19.0,5185092000000.0,Lapped,Austrian Grand Prix,0.0069930069930069
1098,NOR,mclaren,2.0,20.0,,Lapped,Austrian Grand Prix,0.0069930069930069
1099,HAM,mercedes,2.0,1.0,4947059000000.0,Finished,British Grand Prix,0.3469387755102041
1100,VER,red_bull,4.0,2.0,4948524000000.0,Finished,British Grand Prix,0.3469387755102041
1101,NOR,mclaren,3.0,3.0,4954606000000.0,Finished,British Grand Prix,0.3469387755102041
1102,PIA,mclaren,5.0,4.0,4959488000000.0,Finished,British Grand Prix,0.3469387755102041
1103,SAI,ferrari,7.0,5.0,4994377000000.0,Finished,British Grand Prix,0.3469387755102041
1104,HUL,haas,6.0,6.0,5002781000000.0,Finished,British Grand Prix,0.3469387755102041
1105,STR,aston_martin,8.0,7.0,5003628000000.0,Finished,British Grand Prix,0.3469387755102041
1106,ALO,aston_martin,10.0,8.0,5010636000000.0,Finished,British Grand Prix,0.3469387755102041
1107,ALB,williams,9.0,9.0,5015446000000.0,Finished,British Grand Prix,0.3469387755102041
1108,TSU,rb,13.0,10.0,5026362000000.0,Finished,British Grand Prix,0.3469387755102041
1109,SAR,williams,12.0,11.0,5036019000000.0,Finished,British Grand Prix,0.3469387755102041
1110,MAG,haas,17.0,12.0,5037212000000.0,Finished,British Grand Prix,0.3469387755102041
1111,RIC,rb,15.0,13.0,5047149000000.0,Lapped,British Grand Prix,0.3469387755102041
1112,LEC,ferrari,11.0,14.0,5077685000000.0,Lapped,British Grand Prix,0.3469387755102041
1113,BOT,sauber,16.0,15.0,5079033000000.0,Lapped,British Grand Prix,0.3469387755102041
1114,OCO,alpine,18.0,16.0,5089715000000.0,Lapped,British Grand Prix,0.3469387755102041
1115,PER,red_bull,20.0,17.0,5097038000000.0,Lapped,British Grand Prix,0.3469387755102041
1116,ZHO,sauber,14.0,18.0,5133509000000.0,Lapped,British Grand Prix,0.3469387755102041
1117,RUS,mercedes,1.0,19.0,,Retired,British Grand Prix,0.3469387755102041
1118,GAS,alpine,19.0,20.0,,Did not start,British Grand Prix,0.3469387755102041
1119,PIA,mclaren,2.0,1.0,5881989000000.0,Finished,Hungarian Grand Prix,0.0
1120,NOR,mclaren,1.0,2.0,5884130000000.0,Finished,Hungarian Grand Prix,0.0
1121,HAM,mercedes,5.0,3.0,5896869000000.0,Finished,Hungarian Grand Prix,0.0
1122,LEC,ferrari,6.0,4.0,5901675000000.0,Finished,Hungarian Grand Prix,0.0
1123,VER,red_bull,3.0,5.0,5903338000000.0,Finished,Hungarian Grand Prix,0.0
1124,SAI,ferrari,4.0,6.0,5905062000000.0,Finished,Hungarian Grand Prix,0.0
1125,PER,red_bull,16.0,7.0,5921781000000.0,Finished,Hungarian Grand Prix,0.0
1126,RUS,mercedes,17.0,8.0,5924357000000.0,Finished,Hungarian Grand Prix,0.0
1127,TSU,rb,10.0,9.0,5959248000000.0,Finished,Hungarian Grand Prix,0.0
1128,STR,aston_martin,8.0,10.0,5959965000000.0,Finished,Hungarian Grand Prix,0.0
